"","time","date","st10","mp10","st20","mp20","st30","mp30","st60","mp60","st100","mp100","st150","mp150","eh10a","eh10b","eh10c","eh20a","eh20b","eh20c","eh30a","eh30b","eh30c","eh60a","eh60b","eh60c","eh100a","eh100b","eh100c","eh150a","eh150b","eh150c","wd","ws","at","rh","ap","pp","sr","wt","ec","bat","lt","x44","pp_2","wt_2","oxy10","oxy20","oxy30","oxy60","oxy80","oxy100","oxy125","oxy150","bat_oxy"
"451",451,2010-04-19 18:00:00,8.78,1.933,8.36,0,7.79,0,7.39,0,6.94,0,6.67,0,373.93,452.25,449,451.03,461.84,485.53,455.35,451.32,437.69,-331.37,-314.75,-171,-95.5,51.19,-230.92,-272.76,-335.23,-378.07,340,3,7,54.8,1018.3,28.85,200.033,148.717,0.565307,NA,NA,NA,"0",-51.283,NA,NA,NA,NA,NA,NA,NA,NA,NA
"452",452,2010-04-19 19:00:00,8.63,1.933,8.39,0,7.82,0,7.44,0,6.93,0,6.65,0,370.63,452.51,449.59,451.12,461.9,485.53,455.57,451.61,438.07,-331.46,-315.51,-170.76,-95.35,51.36,-230.93,-272.79,-335,-377.84,348,1.6,5.4,67.6,1018.1,28.85,28.5425,148.656,0.564656,12.872,9.4,NA,"0",-51.344,NA,NA,NA,NA,NA,NA,NA,NA,NA
"453",453,2010-04-19 20:00:00,8.35,1.937,8.4,0,7.88,0,7.44,0,6.92,0,6.63,0,374.12,452.87,450.41,451.28,462.03,485.71,455.83,451.87,438.5,-331.73,-316.42,-170.35,-95.05,51.31,-230.75,-273.14,-334.84,-377.62,325,0.8,3.5,74.7,1018.2,28.85,0.16998,148.622,0.5655,12.72,5.53,NA,"0",-51.378,NA,NA,NA,NA,NA,NA,NA,NA,NA
"454",454,2010-04-19 21:00:00,8.06,1.936,8.36,0,7.95,0,7.45,0,6.93,0,6.68,0,375.9,453.28,451.15,451.45,462.25,485.9,456.08,452.13,438.9,-331.97,-317.2,-170.21,-95.18,50.91,-230.94,-273.83,-335,-377.6,291,1.2,2.7,83,1018,28.85,0.0273998,148.605,0.566663,NA,NA,NA,"0",-51.395,NA,NA,NA,NA,NA,NA,NA,NA,NA
"455",455,2010-04-19 22:00:00,7.73,1.941,8.31,0,7.89,0,7.45,0,6.91,0,6.69,0,380.18,453.69,452.11,451.56,462.51,486.11,456.27,452.3,439.19,-331.94,-317.72,-170.25,-95.25,51.4,-231.05,-273.8,-335.14,-377.6,319,0.9,1.9,83.5,1017.9,28.85,0.0287717,148.569,0.566564,NA,NA,NA,"0",-51.431,NA,NA,NA,NA,NA,NA,NA,NA,NA
"456",456,2010-04-19 23:00:00,7.39,1.944,8.28,0,7.93,0,7.48,0,6.93,0,6.65,0,393.48,454.05,452.98,451.74,462.74,486.32,456.32,452.33,439.41,-331.96,-317.93,-170.32,-94.27,51.63,-231.14,-273.49,-335.23,-377.47,122,0.3,0.9,85.5,1017.4,28.85,0.0264357,148.54,0.566569,NA,NA,NA,"0",-51.46,NA,NA,NA,NA,NA,NA,NA,NA,NA
"457",457,2010-04-20 00:00:00,7.09,1.947,8.19,0,7.93,0,7.44,0,6.93,0,6.68,0,397.84,454.3,453.63,451.81,462.93,486.51,456.43,452.4,439.5,-332.19,-318.27,-170.36,-94.48,51.59,-231.38,-273.51,-335.4,-377.61,147,0.5,0.4,90.7,1017.4,28.85,0.0365311,148.475,0.566201,NA,NA,NA,"0",-51.525,NA,NA,NA,NA,NA,NA,NA,NA,NA
"458",458,2010-04-20 01:00:00,6.83,1.948,8.11,0,7.93,0,7.47,0,6.94,0,6.67,0,399.74,454.63,454.35,451.99,463.28,486.81,456.51,452.46,439.76,-332.44,-317.4,-170.74,-94.43,51.43,-231.41,-273.31,-335.51,-377.51,145,0.9,0,94.1,1016.7,28.85,0.0291847,148.413,0.566458,12.508,-1.63,NA,"0",-51.587,NA,NA,NA,NA,NA,NA,NA,NA,NA
"459",459,2010-04-20 02:00:00,6.67,1.95,7.95,0,7.88,0,7.46,0,6.95,0,6.66,0,397.71,454.97,454.93,452.25,463.57,487.12,456.5,452.44,440.02,-332.58,-317.04,-170.88,-94.62,51.39,-231.59,-273.73,-335.63,-377.57,145,1.3,1.7,90.7,1016.5,28.85,0.0361925,148.342,0.566588,12.493,0.25,NA,"0",-51.658,NA,NA,NA,NA,NA,NA,NA,NA,NA
"460",460,2010-04-20 03:00:00,6.63,1.95,7.89,0,7.81,0,7.47,0,6.93,0,6.67,0,394.45,455.06,455.18,452.4,463.71,487.36,456.5,452.41,440.27,-332.55,-317.12,-171.05,-94.76,51.28,-231.83,-274.15,-335.8,-377.56,152,0.6,2.2,89.4,1016.1,28.85,0.030425,148.294,0.566456,NA,NA,NA,"0",-51.706,NA,NA,NA,NA,NA,NA,NA,NA,NA
"461",461,2010-04-20 04:00:00,6.59,1.95,7.8,0,7.83,0,7.42,0,6.96,0,6.71,0,393.55,455.17,455.41,452.54,463.91,487.67,456.53,452.44,440.56,-332.81,-317.33,-171.4,-94.79,51.17,-231.92,-272.58,-335.93,-377.59,150,1.9,2.6,85.7,1015.5,28.85,0.0323482,148.253,0.566156,NA,NA,NA,"0",-51.747,NA,NA,NA,NA,NA,NA,NA,NA,NA
"462",462,2010-04-20 05:00:00,6.59,1.951,7.7,0,7.76,0,7.47,0,6.94,0,6.67,0,393.59,455.25,455.51,452.66,464.06,487.84,456.61,452.53,440.92,-332.97,-317.71,-171.5,-94.84,51.22,-232.17,-272.85,-336.08,-377.48,121,1,2.9,88.9,1015,28.85,0.29747,148.226,0.566143,NA,NA,NA,"0",-51.774,NA,NA,NA,NA,NA,NA,NA,NA,NA
"463",463,2010-04-20 06:00:00,6.58,1.952,7.56,0,7.76,0,7.44,0,7,0,6.68,0,391.8,455.2,455.5,452.74,464.23,488.05,456.71,452.62,441.29,-333.21,-317.97,-171.65,-94.71,51.12,-232.24,-273.38,-336.04,-377.53,169,2.6,3.3,87.8,1014.6,28.85,8.81766,148.188,0.565845,NA,NA,NA,"0",-51.812,NA,NA,NA,NA,NA,NA,NA,NA,NA
"464",464,2010-04-20 07:00:00,6.56,1.951,7.5,0,7.69,0,7.43,0,6.96,0,6.66,0,392.31,455.35,455.68,452.95,464.38,488.28,456.7,452.63,441.57,-333.37,-318.94,-171.85,-95,51.66,-232.57,-274.09,-336.33,-377.51,175,3.3,3.8,86.5,1014.2,28.85,41.212,148.156,0.565906,NA,NA,NA,"0.01",-51.844,NA,NA,NA,NA,NA,NA,NA,NA,NA
"465",465,2010-04-20 08:00:00,6.56,1.949,7.5,0,7.63,0,7.42,0,6.96,0,6.71,0,390.82,455.37,455.71,453.04,464.54,488.56,456.78,452.68,441.85,-333.56,-319.67,-172.53,-94.72,51.37,-232.56,-274.63,-336.26,-377.45,151,3.9,4.1,80.4,1013.6,28.86,35.4066,148.118,0.565675,12.858,4.65,NA,"0.29",-51.882,NA,NA,NA,NA,NA,NA,NA,NA,NA
"466",466,2010-04-20 09:00:00,6.66,1.951,7.44,0,7.63,0,7.45,0,6.94,0,6.68,0,390.42,455.38,455.61,453.1,464.53,488.64,456.81,452.73,442.11,-333.76,-320.21,-172.66,-94.77,51.6,-232.84,-275.16,-336.36,-377.37,139,1.9,4.5,84.5,1011.9,29.15,66.0629,148.157,0.565664,NA,NA,NA,"0.13",-51.843,NA,NA,NA,NA,NA,NA,NA,NA,NA
"467",467,2010-04-20 10:00:00,6.65,1.95,7.41,0,7.55,0,7.46,0,6.95,0,6.68,0,388.78,455.33,455.47,453.22,464.58,488.82,456.86,452.74,442.37,-333.96,-320.59,-172.87,-94.58,51.38,-232.9,-277.01,-336.38,-377.42,167,5.3,5.9,80.6,1011.2,29.28,184.055,148.169,0.565789,NA,NA,NA,"0.09",-51.831,NA,NA,NA,NA,NA,NA,NA,NA,NA
"468",468,2010-04-20 11:00:00,6.76,1.949,7.32,0,7.57,0,7.46,0,6.96,0,6.67,0,387.27,455.31,455.26,453.26,464.57,488.81,456.9,452.77,442.58,-334.12,-320.88,-173.91,-94.87,51.48,-233.28,-277.17,-336.7,-377.39,178,4.6,5.3,88.8,1010.8,29.37,41.286,148.159,0.565627,NA,NA,NA,"0.47",-51.841,NA,NA,NA,NA,NA,NA,NA,NA,NA
"469",469,2010-04-20 12:00:00,6.86,1.948,7.29,0,7.47,0,7.42,0,6.99,0,6.69,0,383.83,455.25,455,453.24,464.57,488.72,456.91,452.78,442.74,-334.34,-321.18,-173.79,-94.87,51.11,-233.78,-277.36,-336.59,-377.28,217,3.9,7.1,86.5,1010.3,29.84,111.115,148.32,0.565644,NA,NA,NA,"0",-51.68,NA,NA,NA,NA,NA,NA,NA,NA,NA
"470",470,2010-04-20 13:00:00,6.98,1.948,7.26,0,7.42,0,7.4,0,6.96,0,6.71,0,384.5,455.15,454.57,453.3,464.58,488.51,456.99,452.83,443.02,-334.46,-321.25,-173.8,-94.97,51.83,-233.76,-277.5,-336.64,-377.16,261,6.5,9.3,83.3,1010,29.84,576.271,148.261,0.565928,13.218,9.63,NA,"0",-51.739,NA,NA,NA,NA,NA,NA,NA,NA,NA
"471",471,2010-04-20 14:00:00,7.25,1.945,7.3,0,7.44,0,7.44,0,6.98,0,6.7,0,387.52,454.87,453.83,453.14,464.46,488.15,456.96,452.8,443.16,-334.66,-321.37,-174.4,-95.23,51.12,-233.99,-277.54,-336.67,-377.26,277,7.7,8.9,71.4,1010.1,29.84,576.297,148.185,0.56518,13.106,11.82,NA,"0",-51.815,NA,NA,NA,NA,NA,NA,NA,NA,NA
"472",472,2010-04-20 15:00:00,7.57,1.945,7.27,0,7.4,0,7.45,0,6.98,0,6.73,0,395.95,454.46,453,452.86,464.27,487.91,456.93,452.69,443.25,-334.91,-321.8,-174.51,-94.66,51.15,-234.18,-276.44,-336.75,-377.16,282,5.7,8.9,71,1010.3,29.84,298.726,147.999,0.565076,NA,NA,NA,"0",-52.001,NA,NA,NA,NA,NA,NA,NA,NA,NA
"473",473,2010-04-20 16:00:00,7.84,1.946,7.36,0,7.35,0,7.41,0,6.98,0,6.72,0,397.49,454,452.37,452.6,464.07,487.8,456.93,452.62,443.38,-335.11,-322.23,-174.72,-94.56,50.92,-234.23,-276.89,-336.45,-377.27,258,4,8.2,74.7,1010.3,29.84,311.52,147.943,0.564832,NA,NA,NA,"0",-52.057,NA,NA,NA,NA,NA,NA,NA,NA,NA
"474",474,2010-04-20 17:00:00,7.97,1.947,7.42,0,7.39,0,7.44,0,6.95,0,6.71,0,396.85,454.04,452.33,452.6,464.12,487.87,457.15,452.74,443.61,-335.18,-322.49,-175.09,-94.78,50.7,-234.32,-277.66,-336.31,-377.18,279,5,8.1,75.4,1010.3,29.84,363.168,147.88,0.564919,NA,NA,NA,"0.31",-52.12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"475",475,2010-04-20 18:00:00,7.99,1.948,7.53,0,7.41,0,7.39,0,6.97,0,6.72,0,389.72,453.94,452.32,452.44,463.99,487.66,457.35,452.88,443.81,-335.24,-322.74,-174.97,-95.1,50.72,-234.59,-277.76,-336.14,-377.09,279,8.3,7.1,82.8,1010.1,30.15,183.89,147.954,0.564081,NA,NA,NA,"0",-52.046,NA,NA,NA,NA,NA,NA,NA,NA,NA
"476",476,2010-04-20 19:00:00,7.88,1.947,7.52,0,7.42,0,7.37,0,6.97,0,6.73,0,369.51,454.14,452.78,452.53,464.05,487.76,457.58,453.1,444.04,-335.42,-322.83,-175.25,-94.93,50.78,-234.55,-277.13,-335.94,-376.91,281,7.7,6.7,80.5,1009.9,30.15,24.7737,147.9,0.564297,12.883,8.66,NA,"0.38",-52.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"477",477,2010-04-20 20:00:00,7.74,1.946,7.61,0,7.42,0,7.43,0,6.98,0,6.74,0,365.22,454.31,453.18,452.46,464.01,487.86,457.77,453.21,444.17,-335.52,-322.69,-175,-94.97,51.04,-234.62,-277.61,-335.91,-376.8,281,5.6,6.1,86.8,1010.1,30.53,0.158267,147.825,0.564241,12.742,7.36,NA,"0.01",-52.175,NA,NA,NA,NA,NA,NA,NA,NA,NA
"478",478,2010-04-20 21:00:00,7.57,1.947,7.65,0,7.46,0,7.38,0,6.97,0,6.72,0,368.19,454.39,453.55,452.31,463.78,487.94,457.88,453.28,444.28,-335.7,-322.48,-175.06,-95.2,51.14,-234.87,-278.25,-336.33,-376.75,279,6.2,6.5,84.3,1010.3,30.54,0.0344841,147.798,0.564321,NA,NA,NA,"0",-52.202,NA,NA,NA,NA,NA,NA,NA,NA,NA
"479",479,2010-04-20 22:00:00,7.45,1.945,7.6,0,7.48,0,7.34,0,7.01,0,6.72,0,368.93,454.58,453.97,452.33,463.88,488.23,458.01,453.35,444.28,-335.83,-322.45,-175.32,-95.03,51.01,-234.98,-278.39,-336.39,-376.72,287,5.4,6.1,85.1,1010.5,30.54,0.0286438,147.718,0.564379,NA,NA,NA,"0",-52.282,NA,NA,NA,NA,NA,NA,NA,NA,NA
"480",480,2010-04-20 23:00:00,7.33,1.946,7.58,0,7.46,0,7.37,0,7.01,0,6.73,0,369.32,454.58,454.2,452.18,463.87,488.34,458.04,453.33,444.4,-335.98,-322.59,-175.5,-95.6,50.81,-235.2,-278.52,-336.4,-376.83,297,5.2,6,86.1,1010.6,30.54,0.0293997,147.722,0.564332,NA,NA,NA,"0",-52.278,NA,NA,NA,NA,NA,NA,NA,NA,NA
"481",481,2010-04-21 00:00:00,7.21,1.945,7.49,0,7.45,0,7.34,0,6.99,0,6.73,0,369.62,454.75,454.48,452.19,463.95,488.55,458.11,453.36,444.6,-336.06,-322.83,-175.56,-95.8,50.98,-235.25,-278.72,-336.43,-376.66,291,7,6.1,83,1010.6,30.54,0.028644,147.638,0.564124,NA,NA,NA,"0.62",-52.362,NA,NA,NA,NA,NA,NA,NA,NA,NA
"482",482,2010-04-21 01:00:00,7.12,1.948,7.53,0,7.42,0,7.35,0,7.03,0,6.72,0,369.7,455.02,454.85,452.25,464.07,488.75,458.04,453.32,444.68,-336.21,-323.12,-175.68,-96.05,50.82,-235.36,-278.65,-336.49,-376.61,278,6.4,5.2,84.3,1010.4,31.16,0.0320784,147.961,0.564319,12.601,5.89,NA,"0",-52.039,NA,NA,NA,NA,NA,NA,NA,NA,NA
"483",483,2010-04-21 02:00:00,6.98,1.946,7.47,0,7.46,0,7.39,0,7,0,6.71,0,370.42,455.17,455.19,452.27,464.18,488.96,458.07,453.4,444.89,-336.35,-322.97,-175.83,-96.15,50.72,-235.51,-277.22,-336.49,-376.72,297,5.6,5.6,83.8,1010.3,31.16,0.0284377,148.142,0.564332,12.567,5.68,NA,"0",-51.858,NA,NA,NA,NA,NA,NA,NA,NA,NA
"484",484,2010-04-21 03:00:00,6.94,1.945,7.4,0,7.44,0,7.31,0,7,0,6.74,0,373.47,455.28,455.23,452.33,464.31,489.22,458.11,453.43,445.07,-336.46,-322.84,-176.19,-96.59,50.74,-235.84,-277.91,-336.66,-376.73,306,5,5.5,85.7,1010.3,31.16,0.0299483,148.14,0.564347,NA,NA,NA,"0.11",-51.86,NA,NA,NA,NA,NA,NA,NA,NA,NA
"485",485,2010-04-21 04:00:00,6.82,1.941,7.37,0,7.38,0,7.33,0,7.01,0,6.73,0,373.57,455.34,455.33,452.34,464.37,489.42,458.16,453.47,445.22,-336.61,-322.85,-176.29,-96.58,50.57,-235.93,-278.04,-336.68,-376.57,304,4.5,4.9,84.1,1010.4,31.27,0.0419003,148.113,0.564526,NA,NA,NA,"0",-51.887,NA,NA,NA,NA,NA,NA,NA,NA,NA
"486",486,2010-04-21 05:00:00,6.8,1.94,7.35,0,7.4,0,7.35,0,6.98,0,6.76,0,373.9,455.49,455.54,452.37,464.41,489.57,458.24,453.52,445.46,-336.73,-322.84,-176.37,-96.79,50.67,-236.06,-278.5,-336.57,-376.67,320,3.8,4.7,85,1010.6,31.27,1.66263,148.081,0.564595,NA,NA,NA,"0.03",-51.919,NA,NA,NA,NA,NA,NA,NA,NA,NA
"487",487,2010-04-21 06:00:00,6.63,1.939,7.26,0,7.39,0,7.33,0,7.03,0,6.76,0,374.86,455.59,455.66,452.47,464.51,489.78,458.37,453.59,445.8,-336.91,-323.31,-176.91,-96.64,50.83,-236.11,-276.59,-336.6,-376.59,327,3.7,4.8,78.3,1010.9,31.3,53.2057,147.941,0.564707,NA,NA,NA,"0.52",-52.059,NA,NA,NA,NA,NA,NA,NA,NA,NA
"488",488,2010-04-21 07:00:00,6.53,1.938,7.26,0,7.37,0,7.33,0,6.98,0,6.74,0,373.18,455.47,455.64,452.43,464.57,489.96,458.37,453.54,445.99,-337.07,-323.19,-177.31,-96.95,50.77,-236.25,-277.63,-336.23,-376.56,317,4.3,5,73.7,1011.3,31.82,27.3597,147.819,0.564632,NA,NA,NA,"0.41",-52.181,NA,NA,NA,NA,NA,NA,NA,NA,NA
"489",489,2010-04-21 08:00:00,6.5,1.937,7.27,0,7.38,0,7.28,0,6.99,0,6.73,0,372.32,455.62,455.72,452.57,464.71,490.19,458.34,453.49,446.17,-337.2,-322.72,-177.58,-97.35,50.62,-236.33,-277.81,-335.83,-376.62,301,2.4,5.4,68.9,1011.6,32.23,146.581,147.815,0.564891,13.59,6.17,NA,"0",-52.185,NA,NA,NA,NA,NA,NA,NA,NA,NA
"490",490,2010-04-21 09:00:00,6.53,1.935,7.2,0,7.33,0,7.33,0,6.98,0,6.75,0,371.38,455.61,455.6,452.64,464.83,490.39,458.4,453.57,446.32,-337.27,-322.52,-177.62,-97.37,50.6,-236.22,-278.39,-334.24,-376.57,310,7.9,6,67.3,1011.8,32.23,188.787,147.668,0.564618,NA,NA,NA,"0.01",-52.332,NA,NA,NA,NA,NA,NA,NA,NA,NA
"491",491,2010-04-21 10:00:00,6.73,1.935,7.12,0,7.29,0,7.33,0,7,0,6.76,0,379.63,455.79,455.51,452.87,465.06,490.74,458.68,453.8,446.68,-337.09,-322.39,-177.43,-96.91,50.91,-236.03,-278.32,-334.18,-376.3,305,7.5,6.3,64.5,1012.5,32.24,93.915,147.572,0.564181,NA,NA,NA,"0",-52.428,NA,NA,NA,NA,NA,NA,NA,NA,NA
"492",492,2010-04-21 11:00:00,7.01,1.937,7.19,0,7.26,0,7.3,0,6.99,0,6.74,0,389.66,455.69,454.87,452.95,465.17,490.88,458.85,453.96,446.99,-337.12,-323.26,-177.44,-97,51.02,-236.01,-278.02,-331.94,-376,295,7.3,7,66.4,1012.9,32.24,576.298,147.443,0.564595,NA,NA,NA,"0",-52.557,NA,NA,NA,NA,NA,NA,NA,NA,NA
"493",493,2010-04-21 12:00:00,7.43,1.935,7.21,0,7.26,0,7.29,0,6.98,0,6.75,0,392.37,455.31,453.89,452.76,465.1,490.86,458.71,453.82,447.04,-337.3,-323.52,-177.67,-97.52,50.62,-236.41,-278.22,-332.12,-376.25,299,9.4,7.3,65.6,1013,32.24,430.846,147.414,0.564515,NA,NA,NA,"0",-52.586,NA,NA,NA,NA,NA,NA,NA,NA,NA
"494",494,2010-04-21 13:00:00,7.73,1.935,7.27,0,7.22,0,7.33,0,7,0,6.76,0,394.52,455.06,453.35,452.57,464.97,490.81,458.67,453.78,447.18,-337.49,-323.23,-178.28,-97.72,50.55,-236.52,-278.4,-333.15,-376.3,295,8,7,67.9,1013.2,32.24,576.288,147.318,0.564368,13.036,11.17,NA,"0",-52.682,NA,NA,NA,NA,NA,NA,NA,NA,NA
"495",495,2010-04-21 14:00:00,7.91,1.935,7.37,0,7.23,0,7.34,0,7.01,0,6.79,0,396.82,454.61,452.65,452.24,464.68,490.56,458.55,453.67,447.17,-337.83,-323.01,-178.36,-98.11,50.3,-236.79,-278.63,-333.91,-376.49,291,8.6,6.5,74.2,1013.1,32.24,492.297,147.326,0.564049,13.08,10.91,NA,"0",-52.674,NA,NA,NA,NA,NA,NA,NA,NA,NA
"496",496,2010-04-21 15:00:00,8.04,1.935,7.41,0,7.22,0,7.26,0,6.97,0,6.78,0,398.82,454.44,452.34,452.14,464.68,490.56,458.58,453.7,447.32,-337.8,-321.78,-178.42,-98.07,50.22,-236.78,-278.72,-334.03,-376.38,312,5.4,6.5,69.4,1013.6,32.24,255.021,147.168,0.564185,NA,NA,NA,"0",-52.832,NA,NA,NA,NA,NA,NA,NA,NA,NA
"497",497,2010-04-21 16:00:00,8.08,1.934,7.46,0,7.26,0,7.25,0,7,0,6.72,0,395.53,454.19,452.15,451.96,464.53,490.45,458.59,453.69,447.35,-338.08,-320.41,-178.61,-98.29,50.25,-237,-279,-334.26,-376.48,312,5.7,7.1,62.5,1013.8,32.24,500.752,147.131,0.564213,NA,NA,NA,"0",-52.869,NA,NA,NA,NA,NA,NA,NA,NA,NA
"498",498,2010-04-21 17:00:00,8.05,1.935,7.62,0,7.25,0,7.31,0,7.04,0,6.75,0,395.92,454.14,452.24,451.8,464.46,490.38,458.57,453.7,447.4,-338.19,-319.48,-178.72,-98.3,50.21,-237.09,-279.13,-334.32,-376.43,297,7.8,6.2,74.2,1013.8,32.24,265.943,146.972,0.563831,NA,NA,NA,"0",-53.028,NA,NA,NA,NA,NA,NA,NA,NA,NA
"499",499,2010-04-21 18:00:00,8.02,1.934,7.65,0,7.27,0,7.25,0,6.98,0,6.75,0,377.19,454.11,452.19,451.73,464.4,490.29,458.63,453.73,447.49,-338.27,-318.98,-178.97,-98.5,50.8,-237.39,-279.29,-334.67,-376.2,296,6.4,6.3,75.5,1013.8,32.24,249.945,146.959,0.563865,NA,NA,NA,"0",-53.041,NA,NA,NA,NA,NA,NA,NA,NA,NA
"500",500,2010-04-21 19:00:00,7.86,1.936,7.66,0,7.26,0,7.25,0,7,0,6.79,0,366.46,454.06,452.38,451.6,464.34,490.27,458.68,453.83,447.63,-338.41,-319.08,-179.09,-98.45,50.26,-237.28,-279.28,-334.88,-376.03,305,4.7,5.8,71,1014,32.24,17.5454,146.897,0.563915,NA,NA,NA,"0.1",-53.103,NA,NA,NA,NA,NA,NA,NA,NA,NA
"501",501,2010-04-21 20:00:00,7.67,1.934,7.65,0,7.24,0,7.26,0,6.98,0,6.73,0,364.88,454.33,452.93,451.7,464.42,490.39,458.74,453.84,447.73,-338.55,-318.95,-179.2,-98.48,50.18,-237.21,-279.37,-335.02,-375.91,322,2,4.7,90.3,1013.8,32.34,0.228668,146.836,0.564034,12.731,6.35,NA,"0.52",-53.164,NA,NA,NA,NA,NA,NA,NA,NA,NA
"502",502,2010-04-21 21:00:00,7.57,1.937,7.64,0,7.27,0,7.28,0,6.98,0,6.81,0,365.44,454.5,453.55,451.74,464.45,490.49,458.82,453.97,447.88,-338.87,-318.01,-179.34,-98.31,50.49,-237.05,-279.22,-335.04,-375.82,345,1.1,3,94.5,1014.1,32.86,0.0197819,146.945,0.564519,NA,NA,NA,"0",-53.055,NA,NA,NA,NA,NA,NA,NA,NA,NA
"503",503,2010-04-21 22:00:00,7.37,1.937,7.63,0,7.32,0,7.22,0,7.02,0,6.77,0,367.6,454.71,454.01,451.73,464.45,490.49,458.85,454,447.99,-338.92,-317.14,-179.57,-98.43,50.34,-237.24,-279.39,-335.4,-375.71,325,1.6,3.4,93,1014.7,32.86,0.0232156,146.895,0.565076,NA,NA,NA,"0",-53.105,NA,NA,NA,NA,NA,NA,NA,NA,NA
"504",504,2010-04-21 23:00:00,7.15,1.936,7.51,0,7.32,0,7.25,0,6.99,0,6.79,0,369.03,454.97,454.67,451.86,464.58,490.66,458.84,454.03,448.14,-338.97,-317.16,-179.76,-98.34,50.39,-237.23,-279.38,-335.49,-375.51,321,1.6,3,90.1,1015.1,32.86,0.0282286,146.863,0.565366,NA,NA,NA,"0",-53.137,NA,NA,NA,NA,NA,NA,NA,NA,NA
"505",505,2010-04-22 00:00:00,6.89,1.937,7.55,0,7.32,0,7.25,0,6.98,0,6.76,0,374.3,455.22,455.28,451.99,464.72,490.84,458.83,454.05,448.31,-339.05,-317.24,-179.95,-98.32,50.62,-237.27,-279.47,-335.62,-375.35,297,1.2,2.7,86.8,1015.4,32.86,0.0417573,146.796,0.565133,NA,NA,NA,"0",-53.204,NA,NA,NA,NA,NA,NA,NA,NA,NA
"506",506,2010-04-22 01:00:00,6.76,1.935,7.51,0,7.33,0,7.26,0,6.99,0,6.74,0,374.46,455.29,455.68,452.01,464.73,490.94,458.92,454.14,448.52,-339.22,-316.49,-180.29,-98.35,50.42,-237.33,-279.02,-335.73,-375.27,314,1.8,2.9,85.3,1015.3,32.86,0.0256181,146.772,0.565368,12.56,1.9,NA,"0.18",-53.228,NA,NA,NA,NA,NA,NA,NA,NA,NA
"507",507,2010-04-22 02:00:00,6.57,1.935,7.4,0,7.3,0,7.25,0,7.01,0,6.76,0,373.84,455.45,456.09,452.1,464.83,491.11,458.88,454.12,448.61,-339.41,-315.73,-180.75,-98.52,50.5,-237.65,-277.69,-336,-375.17,289,2.5,3.7,90.7,1015.2,33.04,0.0289846,146.74,0.565225,12.534,2.47,NA,"0",-53.26,NA,NA,NA,NA,NA,NA,NA,NA,NA
"508",508,2010-04-22 03:00:00,6.47,1.934,7.37,0,7.3,0,7.25,0,6.99,0,6.76,0,372.04,455.64,456.43,452.24,464.88,491.29,458.88,454.1,448.76,-339.47,-315.03,-180.92,-98.69,50.11,-237.72,-276.96,-336.2,-375.19,312,1.7,3.6,88.9,1015.5,33.04,0.0247945,146.732,0.564889,NA,NA,NA,"0",-53.268,NA,NA,NA,NA,NA,NA,NA,NA,NA
"509",509,2010-04-22 04:00:00,6.35,1.937,7.27,0,7.24,0,7.24,0,6.96,0,6.76,0,372.51,455.98,456.9,452.48,465.09,491.51,459.03,454.2,448.97,-339.58,-315.2,-182.59,-98.4,50.11,-237.57,-276.38,-336.13,-375,311,1.5,3,89.2,1015.6,33.04,0.0353705,146.705,0.564984,NA,NA,NA,"0",-53.295,NA,NA,NA,NA,NA,NA,NA,NA,NA
"510",510,2010-04-22 05:00:00,6.2,1.935,7.2,0,7.26,0,7.23,0,7,0,6.76,0,372.08,456.02,457.17,452.53,465.19,491.68,459.06,454.23,449.15,-339.73,-315.21,-182.18,-98.65,50.24,-237.82,-276.31,-336.44,-374.95,295,2.7,3.5,87.2,1015.7,33.04,2.39015,146.662,0.565018,NA,NA,NA,"0",-53.338,NA,NA,NA,NA,NA,NA,NA,NA,NA
"511",511,2010-04-22 06:00:00,6.1,1.937,7.09,0,7.22,0,7.23,0,6.99,0,6.8,0,372.48,456.3,457.63,452.81,465.44,491.93,459.1,454.31,449.33,-339.84,-314.93,-181.83,-98.77,50.74,-237.9,-276.45,-336.6,-374.94,311,3.4,4.2,80.4,1016,33.04,71.4949,146.59,0.565478,NA,NA,NA,"0",-53.41,NA,NA,NA,NA,NA,NA,NA,NA,NA
"512",512,2010-04-22 07:00:00,6.02,1.936,7.04,0,7.18,0,7.22,0,6.97,0,6.76,0,371.02,456.31,457.74,452.89,465.55,492.04,459,454.25,449.38,-339.96,-314.62,-181.78,-98.68,50.53,-237.97,-276.96,-336.68,-374.77,339,2.2,5.7,79.6,1016.4,33.04,200.521,146.497,0.564843,13.85,6.68,NA,"0",-53.503,NA,NA,NA,NA,NA,NA,NA,NA,NA
"513",513,2010-04-22 08:00:00,6.08,1.938,6.97,0,7.16,0,7.23,0,6.99,0,6.77,0,367.76,456.2,457.56,452.91,465.52,492.08,458.88,454.26,449.5,-339.98,-314.59,-181.67,-98.59,50.58,-237.88,-277.19,-336.25,-374.7,313,5.2,6.7,70.3,1016.6,33.04,361.056,146.482,0.564359,13.817,9.94,NA,"0",-53.518,NA,NA,NA,NA,NA,NA,NA,NA,NA
