"","time","date","st10","mp10","st20","mp20","st30","mp30","st60","mp60","st100","mp100","st150","mp150","eh10a","eh10b","eh10c","eh20a","eh20b","eh20c","eh30a","eh30b","eh30c","eh60a","eh60b","eh60c","eh100a","eh100b","eh100c","eh150a","eh150b","eh150c","wd","ws","at","rh","ap","pp","sr","wt","ec","bat","lt","x44","pp_2","wt_2","oxy10","oxy20","oxy30","oxy60","oxy80","oxy100","oxy125","oxy150","bat_oxy"
"388",388,2010-04-17 03:00:00,7.19,1.715,8.08,0,7.86,0,7.28,0,6.77,0,6.53,0,390.5,452.28,451.43,449.87,460.75,482.87,448.97,448.98,414.29,-316.28,-277.25,-156.51,-96.39,49.29,-223.85,-231.65,-335.4,-382.97,301,3,3.9,88.3,1022.7,28.85,0.026507,152.945,0.567961,NA,NA,NA,"0",-47.055,NA,NA,NA,NA,NA,NA,NA,NA,NA
"389",389,2010-04-17 04:00:00,7.02,1.717,7.93,0,7.84,0,7.3,0,6.78,0,6.53,0,390.61,452.56,451.89,450.11,461.03,483.34,449.15,449.04,414.86,-316.42,-277.58,-156.73,-96.2,49.54,-223.81,-231.22,-335.3,-383.01,289,2.2,3.6,92.2,1022.5,28.85,0.020601,152.898,0.568086,NA,NA,NA,"0",-47.102,NA,NA,NA,NA,NA,NA,NA,NA,NA
"390",390,2010-04-17 05:00:00,6.88,1.719,7.84,0,7.79,0,7.32,0,6.76,0,6.52,0,390.28,452.93,452.37,450.43,461.32,483.61,449.28,449.09,415.37,-316.64,-277.94,-156.95,-96.52,49.48,-224.19,-233.05,-335.52,-383.16,286,2.8,4.6,89.2,1022.1,28.85,0.229986,152.866,0.568158,NA,NA,NA,"0",-47.134,NA,NA,NA,NA,NA,NA,NA,NA,NA
"391",391,2010-04-17 06:00:00,6.82,1.72,7.76,0,7.79,0,7.28,0,6.78,0,6.53,0,389.64,452.85,452.56,450.53,461.43,483.86,449.39,449.11,416.02,-317.3,-278.28,-157.21,-96.41,49.24,-224.29,-233.87,-335.6,-383.07,235,3.2,5.2,86.5,1021.6,28.85,11.4097,152.826,0.567992,NA,NA,NA,"0",-47.174,NA,NA,NA,NA,NA,NA,NA,NA,NA
"392",392,2010-04-17 07:00:00,6.73,1.722,7.68,0,7.74,0,7.33,0,6.76,0,6.54,0,388.5,453.06,452.91,450.73,461.64,484.21,449.51,449.15,416.74,-317.63,-278.16,-157.32,-96.62,49.07,-224.45,-234.56,-335.59,-383.25,244,3.8,6.3,84.8,1021.5,28.85,70.6829,152.76,0.568521,13.761,5.32,NA,"0",-47.24,NA,NA,NA,NA,NA,NA,NA,NA,NA
"393",393,2010-04-17 08:00:00,6.8,1.723,7.63,0,7.68,0,7.27,0,6.78,0,6.51,0,386.35,453.17,453.01,450.86,461.75,484.49,449.56,449.12,417.3,-317.59,-277.53,-157.47,-96.51,49.35,-224.58,-234.65,-335.36,-383.21,251,4.5,7.7,76.5,1021.2,28.85,137.017,152.69,0.567611,NA,NA,NA,"0",-47.31,NA,NA,NA,NA,NA,NA,NA,NA,NA
"394",394,2010-04-17 09:00:00,6.95,1.729,7.58,0,7.66,0,7.31,0,6.77,0,6.52,0,386.34,453.33,453.09,451.13,462.02,484.87,449.86,449.31,418.09,-317.65,-276.53,-157.5,-96.2,50.34,-224.33,-228.29,-335.02,-382.88,222,3.1,8.7,76.4,1021,28.85,216.981,152.604,0.568164,NA,NA,NA,"0",-47.396,NA,NA,NA,NA,NA,NA,NA,NA,NA
"395",395,2010-04-17 10:00:00,7.32,1.735,7.45,0,7.62,0,7.34,0,6.77,0,6.55,0,385.61,453.09,452.58,451.17,462.09,485.06,450.08,449.33,418.75,-317.89,-276.55,-157.65,-96.37,49.69,-224.48,-224.33,-335.14,-382.81,251,5.9,9.3,73.8,1020.8,28.85,52.1767,152.554,0.567037,NA,NA,NA,"0",-47.446,NA,NA,NA,NA,NA,NA,NA,NA,NA
"396",396,2010-04-17 11:00:00,7.83,1.729,7.53,0,7.6,0,7.31,0,6.76,0,6.49,0,389.69,452.84,451.83,451.09,462.02,485.09,450.1,449.18,419.09,-317.26,-277.65,-157.84,-96.39,49.48,-224.18,-229.72,-334.86,-382.91,256,7.3,9.9,71.3,1020.8,28.85,399.559,152.504,0.566551,NA,NA,NA,"0",-47.496,NA,NA,NA,NA,NA,NA,NA,NA,NA
"397",397,2010-04-17 12:00:00,8.38,1.733,7.63,0,7.6,0,7.29,0,6.82,0,6.56,0,394.71,452.4,450.73,450.9,461.76,484.87,450.14,449.12,419.67,-318.6,-279.03,-158.22,-96.64,49.51,-224.43,-237.62,-334.92,-382.92,259,6.8,10,70.8,1020.7,28.85,563.6,152.323,0.56627,NA,NA,NA,"0",-47.677,NA,NA,NA,NA,NA,NA,NA,NA,NA
"398",398,2010-04-17 13:00:00,8.85,1.734,7.62,0,7.53,0,7.3,0,6.81,0,6.56,0,397.83,451.95,449.59,450.73,461.56,484.65,450.23,449.08,420.19,-319.31,-280.59,-159.23,-96.9,49.27,-225,-240.69,-335.03,-383.13,276,3.7,10,70.2,1020.6,28.85,576.249,152.213,0.56626,12.764,15.98,NA,"0",-47.787,NA,NA,NA,NA,NA,NA,NA,NA,NA
"399",399,2010-04-17 14:00:00,9.16,1.747,7.73,0,7.55,0,7.3,0,6.8,0,6.56,0,399.45,451.52,448.49,450.46,461.38,484.33,450.29,449.04,420.54,-319.87,-282.81,-160.7,-96.87,49.3,-225.26,-240.43,-335.02,-383.11,264,3.7,10.1,71.9,1020.4,28.85,576.251,152.192,0.566039,12.768,16.01,NA,"0",-47.808,NA,NA,NA,NA,NA,NA,NA,NA,NA
"400",400,2010-04-17 15:00:00,9.38,1.761,7.94,0,7.56,0,7.31,0,6.82,0,6.52,0,400.18,451.14,447.47,450.1,461.13,483.88,450.3,448.99,420.9,-320.13,-285.66,-160.69,-96.81,49.21,-225.49,-243.29,-335.17,-383.29,271,5.6,9.8,71.2,1019.8,28.85,559.244,152.158,0.566098,NA,NA,NA,"0",-47.842,NA,NA,NA,NA,NA,NA,NA,NA,NA
"401",401,2010-04-17 16:00:00,9.45,1.766,8.04,0,7.62,0,7.31,0,6.81,0,6.56,0,399.63,450.88,447.02,449.94,461.06,483.73,450.42,449.08,421.2,-320.56,-288.17,-160.55,-96.89,49.43,-225.78,-245.14,-335.14,-383.24,281,8,9.5,75.7,1019.4,28.85,442.129,152.01,0.566096,NA,NA,NA,"0",-47.99,NA,NA,NA,NA,NA,NA,NA,NA,NA
"402",402,2010-04-17 17:00:00,9.48,1.776,8.15,0,7.63,0,7.3,0,6.85,0,6.55,0,387.99,450.87,446.85,449.94,460.98,483.68,450.67,449.31,421.75,-320.66,-290.4,-160.2,-96.6,49.37,-225.62,-246.8,-334.24,-383.11,279,4.2,9.2,79.5,1019,28.85,294.023,151.932,0.566165,NA,NA,NA,"0",-48.068,NA,NA,NA,NA,NA,NA,NA,NA,NA
"403",403,2010-04-17 18:00:00,9.38,1.78,8.27,0,7.69,0,7.29,0,6.8,0,6.56,0,379.45,450.72,446.77,449.75,460.81,483.53,450.88,449.45,422.31,-321.03,-292.84,-160.13,-96.7,49.45,-225.81,-248.8,-334.09,-383.04,284,4.7,8.4,82.4,1018.7,28.85,116.935,151.921,0.566635,NA,NA,NA,"0",-48.079,NA,NA,NA,NA,NA,NA,NA,NA,NA
"404",404,2010-04-17 19:00:00,9.19,1.781,8.35,0,7.69,0,7.33,0,6.83,0,6.54,0,372.43,450.88,447.16,449.72,460.76,483.52,451.12,449.64,422.87,-321.25,-293.98,-160.14,-96.62,49.62,-225.79,-249.72,-334.09,-382.92,276,1.7,7.5,86.3,1018.2,28.85,20.5422,151.868,0.566953,12.88,10.13,NA,"0",-48.132,NA,NA,NA,NA,NA,NA,NA,NA,NA
"405",405,2010-04-17 20:00:00,9.03,1.782,8.38,0,7.77,0,7.3,0,6.79,0,6.55,0,376.73,451.08,447.77,449.69,460.76,483.53,451.33,449.75,423.32,-321.98,-294.63,-160.17,-96.52,49.39,-225.82,-251.89,-334.12,-382.82,269,1.3,6.6,91.5,1018.1,28.85,0.137572,151.811,0.567048,12.738,7.98,NA,"0",-48.189,NA,NA,NA,NA,NA,NA,NA,NA,NA
"406",406,2010-04-17 21:00:00,8.77,1.787,8.34,0,7.76,0,7.3,0,6.8,0,6.57,0,375.28,451.43,448.44,449.77,460.84,483.55,451.5,449.84,423.76,-323.21,-294.42,-160.78,-96.6,49.37,-225.88,-253.49,-334.26,-382.82,254,1.5,6.2,93.2,1018,28.85,0.0377734,151.764,0.566992,NA,NA,NA,"0",-48.236,NA,NA,NA,NA,NA,NA,NA,NA,NA
"407",407,2010-04-17 22:00:00,8.48,1.79,8.32,0,7.81,0,7.29,0,6.81,0,6.57,0,374.49,451.6,449.03,449.82,460.91,483.65,451.62,449.86,424.14,-322.77,-294.1,-160.84,-96.54,49.53,-226.01,-254.93,-334.15,-382.73,277,2.8,6,94.1,1017.7,28.85,0.0339947,151.719,0.567029,NA,NA,NA,"0",-48.281,NA,NA,NA,NA,NA,NA,NA,NA,NA
"408",408,2010-04-17 23:00:00,8.32,1.794,8.35,0,7.84,0,7.26,0,6.83,0,6.58,0,375.5,451.88,449.47,449.87,460.99,483.82,451.67,449.85,424.51,-322.81,-294.2,-160.86,-96.49,49.84,-226.02,-255.94,-334.21,-382.58,259,1,5.1,96.8,1017.5,28.85,0.0298745,151.692,0.567089,NA,NA,NA,"0",-48.308,NA,NA,NA,NA,NA,NA,NA,NA,NA
"409",409,2010-04-18 00:00:00,8.11,1.793,8.27,0,7.84,0,7.25,0,6.81,0,6.6,0,376.05,452.17,449.92,450,461.11,484.01,451.85,449.93,425,-322.92,-294.45,-160.87,-96.36,49.95,-226.05,-256.69,-334.16,-382.58,251,0.8,5.5,98.5,1017.2,28.85,0.0345434,151.64,0.567499,NA,NA,NA,"0",-48.36,NA,NA,NA,NA,NA,NA,NA,NA,NA
"410",410,2010-04-18 01:00:00,7.9,1.795,8.24,0,7.82,0,7.33,0,6.81,0,6.58,0,375.82,452.35,450.35,450.12,461.25,484.2,451.85,449.91,425.31,-323.15,-295.01,-161.24,-96.37,50.08,-226.13,-257.5,-334.39,-382.61,234,1.2,6,96.6,1017,28.85,0.0235556,151.593,0.567355,12.612,4.92,NA,"0",-48.407,NA,NA,NA,NA,NA,NA,NA,NA,NA
"411",411,2010-04-18 02:00:00,7.72,1.798,8.11,0,7.87,0,7.28,0,6.85,0,6.59,0,378.77,452.59,450.53,450.3,461.4,484.46,451.93,449.91,425.73,-323.46,-295.67,-162.01,-96.4,50.33,-226.08,-258.58,-334.45,-382.56,229,2,5.7,97.6,1016.4,28.85,0.0249294,151.579,0.567353,12.597,4.86,NA,"0",-48.421,NA,NA,NA,NA,NA,NA,NA,NA,NA
"412",412,2010-04-18 03:00:00,7.53,1.799,8.05,0,7.81,0,7.33,0,6.85,0,6.58,0,379.75,452.82,450.85,450.41,461.54,484.65,452.01,449.95,426,-323.71,-296.29,-161.98,-96.51,50.44,-226.35,-259.47,-334.52,-382.44,213,2.1,5.9,97.1,1016,28.85,0.0405178,151.535,0.567009,NA,NA,NA,"0",-48.465,NA,NA,NA,NA,NA,NA,NA,NA,NA
"413",413,2010-04-18 04:00:00,7.41,1.801,8.04,0,7.84,0,7.32,0,6.83,0,6.58,0,380.32,452.83,451.07,450.46,461.57,484.82,452.06,449.92,426.47,-323.97,-296.47,-161.83,-96.64,50.28,-226.65,-259.98,-334.74,-382.48,209,3.3,5.9,97.6,1015.6,28.85,0.0260282,151.502,0.567173,NA,NA,NA,"0",-48.498,NA,NA,NA,NA,NA,NA,NA,NA,NA
"414",414,2010-04-18 05:00:00,7.3,1.8,7.89,0,7.76,0,7.31,0,6.82,0,6.58,0,381.68,453.15,451.56,450.7,461.83,485.13,452.15,449.94,426.81,-324.21,-296.46,-162.2,-96.64,50.46,-226.88,-260.72,-334.26,-382.23,202,2.7,5.3,98,1015.2,28.85,0.954677,151.465,0.56702,NA,NA,NA,"0",-48.535,NA,NA,NA,NA,NA,NA,NA,NA,NA
"415",415,2010-04-18 06:00:00,7.22,1.8,7.8,0,7.8,0,7.32,0,6.84,0,6.58,0,382.18,453.13,451.78,450.76,461.92,485.3,452.27,450,427.23,-324.42,-296.82,-162.05,-96.56,50.61,-226.94,-262.03,-334.39,-382.18,179,2,3,99.3,1014.9,28.85,36.1137,151.411,0.567126,NA,NA,NA,"0",-48.589,NA,NA,NA,NA,NA,NA,NA,NA,NA
"416",416,2010-04-18 07:00:00,7.16,1.803,7.82,0,7.74,0,7.33,0,6.81,0,6.61,0,381,453.37,452.13,450.98,462.1,485.59,452.32,449.99,427.59,-324.77,-297.79,-162.14,-96.68,50.46,-227.11,-263.02,-334.1,-382.15,188,2.9,5.3,99.4,1014.8,28.85,136.675,151.362,0.567588,13.709,5.13,NA,"0",-48.638,NA,NA,NA,NA,NA,NA,NA,NA,NA
"417",417,2010-04-18 08:00:00,7.22,1.802,7.72,0,7.76,0,7.33,0,6.82,0,6.61,0,379.3,453.24,452.07,450.99,462.07,485.69,452.29,449.95,427.94,-325.23,-298.88,-162.41,-96.78,50.41,-227.3,-263.89,-334.38,-382.1,221,3.4,8.4,84,1014.9,28.85,311.765,151.26,0.567102,13.705,8.89,NA,"0",-48.74,NA,NA,NA,NA,NA,NA,NA,NA,NA
"418",418,2010-04-18 09:00:00,7.41,1.801,7.73,0,7.69,0,7.27,0,6.87,0,6.57,0,378.04,453.77,452.45,451.55,462.62,486.32,452.72,450.33,428.64,-324.86,-299.63,-162,-96.53,50.81,-226.96,-264.56,-334.08,-381.49,250,3.7,10.2,72.6,1014.8,28.85,344.651,151.169,0.567292,NA,NA,NA,"0",-48.831,NA,NA,NA,NA,NA,NA,NA,NA,NA
"419",419,2010-04-18 10:00:00,7.79,1.805,7.64,0,7.66,0,7.34,0,6.86,0,6.6,0,385.28,453.55,451.89,451.56,462.6,486.36,452.82,450.3,429,-324.98,-300.59,-162.11,-96.69,50.68,-227.05,-265.37,-334.02,-381.41,243,2.1,11.8,63.7,1015,28.85,98.0671,151.021,0.565819,NA,NA,NA,"0",-48.979,NA,NA,NA,NA,NA,NA,NA,NA,NA
"420",420,2010-04-18 11:00:00,8.35,1.813,7.63,0,7.67,0,7.36,0,6.84,0,6.58,0,395.25,453,450.86,451.44,462.54,486.35,452.8,450.1,429.13,-325.09,-301.35,-162.72,-96.61,50.32,-227.03,-266.09,-333.82,-381.18,253,2.2,12.2,53.1,1015.1,28.85,576.266,150.963,0.565305,NA,NA,NA,"0",-49.037,NA,NA,NA,NA,NA,NA,NA,NA,NA
"421",421,2010-04-18 12:00:00,8.92,1.819,7.76,0,7.61,0,7.41,0,6.86,0,6.63,0,398.23,452.67,449.75,451.41,462.56,486.26,452.87,450.06,429.4,-325.37,-302.56,-162.73,-96.83,50.34,-227.22,-266.89,-333.91,-381.21,274,3,11.8,61.9,1014.9,28.85,576.286,150.889,0.565227,NA,NA,NA,"0",-49.111,NA,NA,NA,NA,NA,NA,NA,NA,NA
"422",422,2010-04-18 13:00:00,9.42,1.822,7.88,0,7.6,0,7.31,0,6.87,0,6.55,0,400.75,452.17,448.35,451.22,462.36,485.97,453.05,450.12,429.73,-325.38,-303.7,-162.84,-96.59,50.23,-227.08,-266.73,-333.87,-381,260,2.5,12,62.9,1014.6,28.85,576.288,150.793,0.565573,12.608,19.44,NA,"0",-49.207,NA,NA,NA,NA,NA,NA,NA,NA,NA
"423",423,2010-04-18 14:00:00,9.91,1.825,8.02,0,7.63,0,7.37,0,6.88,0,6.59,0,401.38,451.45,446.73,450.79,462,485.39,452.89,449.95,429.84,-326,-305.04,-163.2,-96.93,50.21,-227.54,-267.4,-334.36,-381.07,297,4.8,12,67.4,1014.4,28.85,576.297,150.743,0.565249,12.75,19.76,NA,"0",-49.257,NA,NA,NA,NA,NA,NA,NA,NA,NA
"424",424,2010-04-18 15:00:00,10.15,1.834,8.14,0,7.64,0,7.35,0,6.86,0,6.63,0,402.07,450.95,445.56,450.44,461.62,484.9,452.75,449.79,429.79,-326.39,-306.39,-163.51,-97.38,49.68,-227.92,-268.61,-334.53,-381.34,332,3.7,12.4,67.2,1014.1,28.85,550.449,150.597,0.56518,NA,NA,NA,"0",-49.403,NA,NA,NA,NA,NA,NA,NA,NA,NA
"425",425,2010-04-18 16:00:00,10.28,1.837,8.33,0,7.69,0,7.35,0,6.82,0,6.61,0,402.44,450.42,444.69,450.09,461.13,484.4,452.68,449.7,429.79,-326.69,-307.2,-163.73,-97.54,49.57,-228.15,-269.38,-334.76,-381.34,338,2.2,12.5,65.6,1013.8,28.85,438.47,150.514,0.565209,NA,NA,NA,"0",-49.486,NA,NA,NA,NA,NA,NA,NA,NA,NA
"426",426,2010-04-18 17:00:00,10.29,1.84,8.47,0,7.72,0,7.33,0,6.87,0,6.6,0,402.06,450.2,444.48,449.86,460.84,484.05,452.79,449.81,430.06,-327.17,-307.45,-163.76,-97.48,49.89,-228.16,-269.49,-334.75,-381.15,331,2.2,11.7,69.4,1013.7,28.85,295.434,150.443,0.565093,NA,NA,NA,"0",-49.557,NA,NA,NA,NA,NA,NA,NA,NA,NA
"427",427,2010-04-18 18:00:00,10.2,1.84,8.6,0,7.79,0,7.3,0,6.91,0,6.62,0,384.46,450.01,444.58,449.7,460.6,483.73,452.73,449.92,430.37,-327.19,-307.53,-164.11,-97.17,49.74,-228.05,-269.55,-334.45,-380.93,344,1.7,10.3,73,1013.6,28.85,162.132,150.383,0.564938,NA,NA,NA,"0",-49.617,NA,NA,NA,NA,NA,NA,NA,NA,NA
"428",428,2010-04-18 19:00:00,10.01,1.838,8.72,0,7.83,0,7.35,0,6.88,0,6.58,0,377.03,450.3,445.16,449.8,460.58,483.73,452.94,450.16,430.75,-327.26,-307.46,-164.1,-97.11,49.94,-228.16,-269.82,-334.38,-380.64,356,1.8,8.7,81.7,1013.6,28.85,26.2942,150.351,0.565821,12.884,12.78,NA,"0",-49.649,NA,NA,NA,NA,NA,NA,NA,NA,NA
"429",429,2010-04-18 20:00:00,9.77,1.841,8.8,0,7.91,0,7.32,0,6.89,0,6.62,0,376.92,450.5,445.73,449.81,460.47,483.64,453.21,450.36,431.18,-327.32,-307.2,-165.44,-96.99,49.86,-228.24,-270.08,-334.27,-380.52,318,1,6.9,84.9,1014.2,28.85,0.144646,150.3,0.565828,12.746,9.32,NA,"0",-49.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"430",430,2010-04-18 21:00:00,9.48,1.842,8.86,0,7.97,0,7.3,0,6.9,0,6.61,0,376.65,450.75,446.44,449.81,460.46,483.59,453.36,450.47,431.56,-327.55,-307.07,-165.08,-96.72,49.99,-228.41,-270.12,-334.48,-380.53,354,3.7,5.9,85.8,1014.2,28.85,0.0317292,150.304,0.566214,NA,NA,NA,"0",-49.696,NA,NA,NA,NA,NA,NA,NA,NA,NA
"431",431,2010-04-18 22:00:00,9.18,1.845,8.85,0,8.07,0,7.34,0,6.85,0,6.6,0,375,451.23,447.52,450.02,460.6,483.7,453.47,450.54,431.81,-327.74,-307.13,-164.96,-96.36,50.68,-228.43,-268.99,-334.56,-380.33,357,2.7,5.2,86.9,1014.5,28.85,0.0221142,150.233,0.566629,NA,NA,NA,"0",-49.767,NA,NA,NA,NA,NA,NA,NA,NA,NA
"432",432,2010-04-18 23:00:00,8.87,1.847,8.76,0,8.11,0,7.35,0,6.87,0,6.64,0,376.23,451.59,448.35,450.07,460.7,483.71,453.57,450.58,432.08,-327.92,-307.08,-164.97,-96.41,50.7,-228.51,-269.16,-334.61,-380.37,358,3.8,4.8,81.9,1014.6,28.85,0.0361915,150.205,0.566635,NA,NA,NA,"0",-49.795,NA,NA,NA,NA,NA,NA,NA,NA,NA
"433",433,2010-04-19 00:00:00,8.63,1.849,8.78,0,8.1,0,7.38,0,6.89,0,6.61,0,378.35,451.9,448.81,450.14,460.84,483.86,453.6,450.67,432.27,-328.13,-306.82,-165.15,-96.67,51.11,-228.81,-268.71,-334.93,-380.32,15,2.6,4,81.9,1015.2,28.85,0.0347483,150.103,0.566806,NA,NA,NA,"0",-49.897,NA,NA,NA,NA,NA,NA,NA,NA,NA
"434",434,2010-04-19 01:00:00,8.37,1.852,8.69,0,8.13,0,7.39,0,6.85,0,6.64,0,379.03,452.24,449.52,450.31,460.99,484,453.76,450.86,432.64,-328.33,-306.24,-165.2,-96.63,51.43,-228.88,-269.57,-334.99,-380.14,355,3.1,2.8,87,1015.3,28.85,0.024516,150.072,0.567256,12.578,3.34,NA,"0",-49.928,NA,NA,NA,NA,NA,NA,NA,NA,NA
"435",435,2010-04-19 02:00:00,8.09,1.855,8.53,0,8.09,0,7.39,0,6.91,0,6.6,0,382.11,452.41,450.05,450.39,461.1,484.24,453.83,450.9,433.03,-328.55,-305.55,-165.34,-96.78,50.67,-229.07,-268.47,-335.11,-380.2,9,1.6,2.3,88.6,1015.4,28.85,0.0249273,150.025,0.567256,12.545,2.43,NA,"0",-49.975,NA,NA,NA,NA,NA,NA,NA,NA,NA
"436",436,2010-04-19 03:00:00,7.84,1.857,8.49,0,8.15,0,7.33,0,6.87,0,6.63,0,390.93,452.85,450.79,450.67,461.33,484.52,453.9,450.95,433.34,-328.73,-305.06,-165.73,-96.74,51.25,-229.2,-269.53,-335.2,-379.55,24,1.3,1.7,91.4,1015.6,28.85,0.0204632,149.964,0.567599,NA,NA,NA,"0",-50.036,NA,NA,NA,NA,NA,NA,NA,NA,NA
"437",437,2010-04-19 04:00:00,7.62,1.859,8.36,0,8.1,0,7.35,0,6.9,0,6.64,0,394.45,453.18,451.42,450.88,461.54,484.85,454.03,451.06,433.69,-328.95,-305.19,-166.14,-96.86,51.29,-229.47,-269.49,-335.3,-379.41,25,0.7,1.3,93,1015.9,28.85,0.0208059,149.904,0.567451,NA,NA,NA,"0",-50.096,NA,NA,NA,NA,NA,NA,NA,NA,NA
"438",438,2010-04-19 05:00:00,7.39,1.863,8.25,0,8.11,0,7.43,0,6.87,0,6.63,0,398.44,453.54,452.01,451.1,461.76,485.16,454.16,451.12,434.04,-329.16,-305.9,-166.08,-96.56,51.79,-229.39,-270.08,-335.25,-379.23,357,0.5,0.6,95.9,1016.1,28.85,0.570743,149.859,0.567292,NA,NA,NA,"0",-50.141,NA,NA,NA,NA,NA,NA,NA,NA,NA
"439",439,2010-04-19 06:00:00,7.15,1.864,8.18,0,8.06,0,7.41,0,6.91,0,6.64,0,401.04,453.9,452.59,451.31,462.01,485.53,454.33,451.21,434.43,-329.35,-306.35,-166.26,-96.67,51.68,-229.35,-270.67,-335.37,-379.06,40,0.4,0.8,97.1,1016.5,28.85,33.8913,149.779,0.567851,NA,NA,NA,"0",-50.221,NA,NA,NA,NA,NA,NA,NA,NA,NA
"440",440,2010-04-19 07:00:00,6.94,1.865,8.14,0,8.04,0,7.42,0,6.88,0,6.65,0,399.94,454.07,452.96,451.45,462.15,485.79,454.31,451.19,434.71,-329.64,-307.18,-166.5,-96.85,51.77,-229.67,-271.17,-335.61,-378.89,7,1.9,3.7,84.4,1017.3,28.85,68.0994,149.639,0.567711,13.891,3.72,NA,"0",-50.361,NA,NA,NA,NA,NA,NA,NA,NA,NA
"441",441,2010-04-19 08:00:00,6.91,1.869,8.01,0,7.97,0,7.42,0,6.9,0,6.64,0,394.88,454.1,453.14,451.5,462.24,485.98,454.21,451.09,434.9,-329.72,-307.81,-166.68,-97.21,51.19,-229.96,-271.38,-335.74,-378.88,14,2.5,5.9,70.6,1017.8,28.85,150.056,149.528,0.566936,13.806,8.48,NA,"0",-50.472,NA,NA,NA,NA,NA,NA,NA,NA,NA
"442",442,2010-04-19 09:00:00,7.05,1.873,7.91,0,7.96,0,7.44,0,6.9,0,6.63,0,391.7,454.37,453.47,452.07,462.88,486.75,454.69,451.48,435.65,-329.36,-307.48,-166.48,-96.81,51.59,-229.58,-270.9,-335.34,-378.26,33,1,7.2,65.4,1018.3,28.85,275.505,149.418,0.567167,NA,NA,NA,"0",-50.582,NA,NA,NA,NA,NA,NA,NA,NA,NA
"443",443,2010-04-19 10:00:00,7.4,1.882,7.87,0,7.89,0,7.4,0,6.92,0,6.69,0,390.03,453.75,452.47,451.59,462.5,486.37,454.34,450.96,435.6,-329.87,-308.72,-167.25,-97.28,51.03,-229.96,-271.71,-335.65,-378.51,353,2.4,7.4,59.4,1018.4,28.85,223.097,149.357,0.566678,NA,NA,NA,"0",-50.643,NA,NA,NA,NA,NA,NA,NA,NA,NA
"444",444,2010-04-19 11:00:00,7.73,1.886,7.83,0,7.85,0,7.41,0,6.9,0,6.67,0,394.89,453.57,451.81,451.61,462.42,486.43,454.44,450.94,435.98,-330,-309.51,-167.95,-97.23,51.17,-229.96,-272.16,-335.38,-378.5,329,3,7.5,57.2,1018.7,28.85,213.126,149.333,0.565346,NA,NA,NA,"0",-50.667,NA,NA,NA,NA,NA,NA,NA,NA,NA
"445",445,2010-04-19 12:00:00,8.15,1.897,7.87,0,7.85,0,7.45,0,6.93,0,6.7,0,401.84,453.84,451.46,452.18,462.98,487.01,455.16,451.41,436.75,-329.62,-309.13,-167.29,-96.73,51.74,-229.45,-271.82,-334.66,-377.83,3,2.5,9.1,45.8,1018.6,28.85,402.64,149.242,0.565262,NA,NA,NA,"0",-50.758,NA,NA,NA,NA,NA,NA,NA,NA,NA
"446",446,2010-04-19 13:00:00,8.55,1.896,7.88,0,7.81,0,7.47,0,6.89,0,6.64,0,398.89,452.82,450.16,451.4,462.2,486.1,454.61,450.84,436.35,-330.57,-310.1,-168.14,-97.25,51.06,-230.36,-273.05,-335.39,-378.46,358,1.5,8,55.5,1018.5,28.85,272.672,149.136,0.56548,13.054,13.79,NA,"0",-50.864,NA,NA,NA,NA,NA,NA,NA,NA,NA
"447",447,2010-04-19 14:00:00,8.59,1.904,7.98,0,7.79,0,7.47,0,6.91,0,6.65,0,399.06,453.03,450.17,451.7,462.48,486.26,455.19,451.32,436.94,-330.35,-310.69,-168,-96.22,51.31,-230.27,-273.53,-334.99,-378.02,307,5.5,8.9,51.9,1018.6,28.85,311.911,149.14,0.566206,13.058,12.55,NA,"0",-50.86,NA,NA,NA,NA,NA,NA,NA,NA,NA
"448",448,2010-04-19 15:00:00,8.72,1.919,8.08,0,7.78,0,7.4,0,6.91,0,6.66,0,411.33,452.51,449.29,451.41,462.11,485.97,455.09,451.12,436.99,-330.71,-312.19,-168.41,-96.03,51.39,-230.64,-273.18,-335.11,-378.18,293,5.3,8.7,52.3,1018.6,28.85,576.251,148.912,0.564824,NA,NA,NA,"0",-51.088,NA,NA,NA,NA,NA,NA,NA,NA,NA
"449",449,2010-04-19 16:00:00,8.91,1.921,8.16,0,7.79,0,7.47,0,6.94,0,6.65,0,413.5,452.08,448.55,450.99,461.68,485.52,454.83,450.8,436.88,-331.23,-313.71,-169.01,-95.96,50.99,-231.02,-273.75,-335.52,-378.43,317,3.5,8.3,52.8,1018.5,28.85,487.81,148.833,0.564733,NA,NA,NA,"0",-51.167,NA,NA,NA,NA,NA,NA,NA,NA,NA
"450",450,2010-04-19 17:00:00,8.92,1.93,8.23,0,7.82,0,7.45,0,6.91,0,6.63,0,402.14,452.2,448.72,451.1,461.84,485.6,455.19,451.16,437.34,-331.24,-314.25,-169.78,-95.43,51.16,-230.76,-272.36,-335.19,-378.12,326,2.6,8.1,52.9,1018.3,28.85,350.509,148.764,0.565001,NA,NA,NA,"0",-51.236,NA,NA,NA,NA,NA,NA,NA,NA,NA
